"ppt_ID","label","demo_age","demo_gender","demo_education","demo_income","comment"
167,"the homeless",30,2,5,4,NA
168,"people who experience housing insecurity",36,2,3,2,NA
169,"people who experience housing insecurity",32,3,3,1,"Thanks"
170,"people who experience housing insecurity",64,2,2,3,"Thank you! Have a great week"
171,"people who experience housing insecurity",55,2,3,3,NA
172,"people who experience housing insecurity",37,1,5,3,"No comment"
173,"the homeless",78,2,5,4,NA
174,"people who experience housing insecurity",22,1,3,1,NA
175,"the homeless",35,2,5,4,"good"
176,"the homeless",28,2,6,3,NA
177,"the homeless",55,2,2,3,NA
178,"people who experience housing insecurity",36,2,5,2,NA
179,"the homeless",32,2,6,4,NA
180,"people who experience housing insecurity",46,2,5,4,NA
181,"the homeless",33,1,4,3,"Everything worked as intended."
182,"the homeless",31,2,5,3,"None"
183,"the homeless",38,1,6,4,NA
184,"people who experience housing insecurity",28,1,2,2,NA
185,"people who experience housing insecurity",30,2,5,4,NA
186,"people who experience housing insecurity",36,2,3,3,NA
187,"the homeless",52,2,4,3,NA
188,"people who experience housing insecurity",36,1,4,3,NA
189,"the homeless",24,1,5,3,"No further comments, thank you."
190,"people who experience housing insecurity",50,2,5,3,NA
191,"the homeless",29,1,2,2,NA
192,"the homeless",37,2,5,3,NA
193,"people who experience housing insecurity",55,2,3,3,NA
194,"the homeless",35,2,5,2,"no"
195,"the homeless",40,2,5,3,NA
196,"the homeless",59,2,5,2,NA
197,"people who experience housing insecurity",24,2,4,3,NA
198,"people who experience housing insecurity",60,2,3,1,NA
199,"people who experience housing insecurity",38,1,5,3,NA
200,"the homeless",29,2,6,3,NA
201,"people who experience housing insecurity",32,2,5,4,NA
202,"people who experience housing insecurity",36,2,4,2,NA
203,"people who experience housing insecurity",36,1,5,3,NA
204,"the homeless",33,1,6,4,NA
205,"the homeless",25,1,5,3,NA
206,"people who experience housing insecurity",71,2,3,2,"Thank you for this study."
207,"people who experience housing insecurity",30,2,3,3,NA
208,"the homeless",57,2,3,1,NA
209,"the homeless",20,2,2,2,NA
210,"the homeless",21,1,2,3,NA
211,"people who experience housing insecurity",41,2,5,2,NA
212,"people who experience housing insecurity",42,2,4,3,NA
213,"people who experience housing insecurity",78,1,5,4,NA
214,"people who experience housing insecurity",59,1,6,1,NA
215,"the homeless",46,2,5,4,NA
216,"people who experience housing insecurity",50,1,5,3,NA
217,"the homeless",22,1,5,1,NA
218,"the homeless",38,2,2,2,NA
219,"the homeless",18,1,3,1,NA
220,"people who experience housing insecurity",23,2,5,3,NA
221,"the homeless",21,2,2,2,NA
222,"people who experience housing insecurity",30,2,5,3,NA
223,"people who experience housing insecurity",24,1,5,3,NA
224,"people who experience housing insecurity",58,2,6,2,NA
225,"the homeless",36,2,5,2,"None. Thanks!"
226,"people who experience housing insecurity",52,2,3,4,"Thank you for this survey.  Every little bit earned ensures I am able to remain housed."
227,"people who experience housing insecurity",36,1,2,2,NA
228,"the homeless",45,2,3,3,NA
229,"people who experience housing insecurity",27,1,5,3,"There may be typo on the donation page; the word ""donation"" is spelled ""nodation"" at the bottom of the page. Other than that, I had no technical issues or confusion."
230,"the homeless",38,2,5,4,NA
231,"people who experience housing insecurity",28,2,2,2,NA
232,"the homeless",38,1,2,3,NA
233,"people who experience housing insecurity",30,1,5,5,NA
234,"the homeless",34,2,2,2,"no"
235,"people who experience housing insecurity",51,2,3,4,NA
236,"people who experience housing insecurity",65,1,3,1,"Very interesting exercise!"
237,"people who experience housing insecurity",36,2,3,2,NA
238,"the homeless",25,1,5,3,NA
239,"the homeless",43,2,3,3,NA
240,"the homeless",61,2,4,3,NA
241,"people who experience housing insecurity",49,2,6,3,NA
242,"people who experience housing insecurity",43,1,6,4,NA
243,"the homeless",30,1,5,3,NA
244,"the homeless",23,1,6,4,NA
245,"the homeless",33,1,5,3,NA
246,"the homeless",36,1,2,3,"none"
247,"people who experience housing insecurity",24,2,4,2,NA
248,"the homeless",47,2,5,2,"Thank you"
249,"people who experience housing insecurity",61,2,3,4,NA
250,"people who experience housing insecurity",28,2,5,2,NA
251,"the homeless",27,1,6,4,"no"
252,"people who experience housing insecurity",19,1,3,4,NA
253,"the homeless",48,2,3,2,"As the economic climate tightens, more and more people will become familiar with housing insecurity. This issue needs to be addressed."
254,"the homeless",34,1,6,4,"no"
255,"people who experience housing insecurity",30,2,5,4,NA
256,"the homeless",26,2,6,1,NA
257,"people who experience housing insecurity",61,2,4,1,NA
258,"people who experience housing insecurity",32,2,4,1,":)"
259,"people who experience housing insecurity",38,2,3,2,NA
260,"the homeless",61,2,5,1,NA
261,"the homeless",37,2,5,2,"nice study"
262,"the homeless",36,2,5,3,"The questions about politically correct language were a little tough to answer, because I think people would differ in what exactly that means. I think I prefer ""politically correct"" language if i genuinely believe it's more truthful or kind, but I tend to have a distaste for it otherwise"
263,"the homeless",40,1,3,3,NA
264,"the homeless",40,1,5,5,NA
265,"people who experience housing insecurity",44,2,5,3,NA
266,"people who experience housing insecurity",63,2,5,3,"no"
267,"the homeless",45,2,6,4,"I enjoyed my time taking the survey."
268,"people who experience housing insecurity",56,2,5,4,NA
269,"people who experience housing insecurity",30,1,6,4,NA
270,"people who experience housing insecurity",21,1,2,3,"I wonder if you should define ""housing insecurity"". I didn't think it had any related meaning to ""homeless"" until the study started saying so."
271,"the homeless",44,2,6,3,NA
272,"the homeless",27,1,6,3,NA
273,"the homeless",64,2,3,2,"No thank you."
274,"the homeless",55,2,5,3,NA
275,"people who experience housing insecurity",46,1,5,4,NA
276,"people who experience housing insecurity",66,2,4,2,NA
277,"people who experience housing insecurity",47,1,5,4,NA
278,"the homeless",79,2,4,1,NA
279,"the homeless",26,4,5,1,NA
280,"the homeless",25,1,3,2,NA
281,"people who experience housing insecurity",56,2,5,1,NA
282,"the homeless",68,1,5,3,"none"
283,"the homeless",27,2,2,3,"Thank you!"
284,"people who experience housing insecurity",72,1,5,3,NA
285,"the homeless",52,1,3,2,"please put there is writing in the description on further studies. thank you."
286,"people who experience housing insecurity",31,2,5,4,NA
287,"people who experience housing insecurity",52,2,5,3,"N/A"
288,"the homeless",49,2,6,4,NA
289,"people who experience housing insecurity",30,1,3,3,NA
290,"the homeless",61,2,2,3,"I believe I may have missed the attention check question. I initially accidentally left out the response just above the attention check and right when I clicked the arrow to move forward, I saw in the blink of an eye the attention check but it was too late to correct it. I really did pay attention to and answered the questions thoroughly."
291,"the homeless",30,2,2,1,"This was a nice survey. Thank you :)"
292,"people who experience housing insecurity",35,1,5,3,NA
293,"people who experience housing insecurity",48,1,6,4,NA
294,"the homeless",38,1,6,4,NA
295,"people who experience housing insecurity",23,2,5,4,NA
296,"people who experience housing insecurity",22,1,4,2,NA
297,"the homeless",22,1,3,2,NA
298,"the homeless",52,2,5,1,NA
299,"the homeless",21,1,5,3,"None"
300,"the homeless",46,2,5,2,NA
301,"the homeless",59,1,4,3,NA
302,"the homeless",50,2,6,3,NA
303,"people who experience housing insecurity",23,2,5,3,NA
304,"people who experience housing insecurity",31,1,5,5,NA
305,"the homeless",54,2,6,2,"In the final question about knowing anyone who has experienced housing insecurity, I wasn't sure whether I should list my family (me, spouse, child) since we are living with family now, and would need financial assistance from others in order to get our own place. It is too scary and sad to think about, but we probably do fit into that category, all things being equal. By the time I decided that I had already clicked the next button and unable to go back and add it to my answer."
306,"people who experience housing insecurity",19,1,2,4,"none"
307,"the homeless",36,1,5,4,NA
308,"people who experience housing insecurity",41,1,3,2,NA
309,"people who experience housing insecurity",45,1,5,4,NA
310,"people who experience housing insecurity",56,2,3,2,NA
311,"people who experience housing insecurity",50,1,5,1,NA
312,"people who experience housing insecurity",38,2,3,2,NA
313,"people who experience housing insecurity",22,2,5,2,NA
314,"the homeless",51,2,5,3,NA
315,"people who experience housing insecurity",53,1,4,1,NA
316,"people who experience housing insecurity",50,1,6,4,NA
317,"people who experience housing insecurity",66,2,6,4,NA
318,"people who experience housing insecurity",62,2,6,3,"thank you for researching this subject"
319,"the homeless",54,1,1,4,NA
320,"people who experience housing insecurity",40,1,5,3,"I've very recently experienced housing insecurity and having to depend on help from friends/family due to multiple layoffs from jobs and stress that came with it. Local social safety nets (like SNAP) weren't much help due to my local office having ""filing issues"" and postponing my benefits for months, so I also understand how easily help can fail those in need."
321,"the homeless",28,3,2,1,NA
322,"people who experience housing insecurity",25,3,5,2,NA
323,"the homeless",25,1,6,4,NA
324,"the homeless",56,2,6,5,"This was an interesting, thought-provoking study. Thank you!"
325,"the homeless",55,2,5,2,NA
326,"people who experience housing insecurity",63,2,4,2,NA
327,"the homeless",20,1,5,2,"all good and educative. thank you"
328,"the homeless",78,1,6,4,NA
329,"people who experience housing insecurity",56,1,2,2,NA
330,"people who experience housing insecurity",23,1,6,4,NA
331,"people who experience housing insecurity",60,2,5,3,"none right now, thank you!"
332,"people who experience housing insecurity",42,2,6,1,"I'm not sure it's important, but my answers come from my 10 years of working in a nonprofit organization that served individuals and families experiencing homelessness. I was a Case Manager, Employment Specialist, and Grant Writer at the organization over 10 years."
333,"the homeless",23,1,2,3,NA
334,"the homeless",29,1,5,3,"no"
335,"the homeless",26,1,5,4,NA
336,"people who experience housing insecurity",19,2,5,3,NA
337,"people who experience housing insecurity",42,2,5,4,NA
338,"people who experience housing insecurity",25,2,3,1,NA
339,"people who experience housing insecurity",75,1,6,3,NA
340,"the homeless",42,1,2,1,NA
341,"people who experience housing insecurity",30,1,5,3,NA
342,"the homeless",43,1,4,3,"Interesting study, thanks for letting me be a small part! I hate the idea of homelessness, and if I could wave a magic wand I would create housing for everyone in need. Reality is, most individuals who are experiencing this are doing so because of an underlying issue (such as alcohol or drub addiction)It is tragic, but we have to figure that portion of the issue out first to help with the actual homlessness"
343,"the homeless",33,2,5,4,NA
344,"people who experience housing insecurity",59,1,2,1,NA
345,"the homeless",35,2,5,4,NA
346,"the homeless",25,1,3,3,"NO"
347,"the homeless",41,2,3,3,NA
348,"the homeless",39,3,4,2,"No comments"
349,"the homeless",34,1,5,4,NA
350,"the homeless",43,1,7,4,"None"
351,"people who experience housing insecurity",37,1,7,4,NA
352,"the homeless",27,2,4,3,"N/A"
353,"the homeless",25,2,2,3,NA
354,"the homeless",60,1,5,5,NA
355,"people who experience housing insecurity",27,1,3,2,NA
356,"people who experience housing insecurity",22,1,4,2,"no please"
357,"people who experience housing insecurity",20,1,5,3,NA
358,"people who experience housing insecurity",39,1,5,3,NA
359,"people who experience housing insecurity",34,2,5,3,NA
360,"the homeless",21,2,5,3,NA
361,"people who experience housing insecurity",28,1,6,4,NA
362,"the homeless",21,1,5,4,NA
363,"people who experience housing insecurity",45,1,5,3,"thanks"
364,"people who experience housing insecurity",31,1,5,3,NA
365,"people who experience housing insecurity",28,2,5,3,"no"
366,"the homeless",77,2,3,1,NA
367,"the homeless",43,1,4,3,NA
368,"people who experience housing insecurity",58,2,3,1,"Thanks for allowing my participation in the study. Happy Holidays!"
369,"the homeless",55,2,5,3,NA
370,"the homeless",29,1,5,3,"I'm happy to help clarify any aspects or address any concerns you might have regarding the study on how labels affect perceptions of homelessness."
371,"the homeless",33,2,5,3,NA
372,"the homeless",27,1,6,3,NA
373,"people who experience housing insecurity",24,2,6,5,"I enjoyed this survey and would love to take part more"
374,"the homeless",43,1,5,4,NA
375,"the homeless",25,1,5,1,NA
376,"people who experience housing insecurity",22,1,3,3,"N/A"
377,"people who experience housing insecurity",41,2,6,3,NA
378,"people who experience housing insecurity",39,2,5,4,NA
379,"people who experience housing insecurity",29,1,3,3,"N/A"
380,"the homeless",28,1,6,4,"no"
381,"people who experience housing insecurity",24,2,5,3,NA
382,"people who experience housing insecurity",55,1,5,3,NA
383,"the homeless",41,1,2,3,NA
384,"the homeless",27,1,6,5,NA
385,"people who experience housing insecurity",46,2,7,2,NA
386,"the homeless",46,1,6,4,"no comment"
387,"the homeless",31,1,5,2,NA
388,"the homeless",33,1,2,2,NA
389,"people who experience housing insecurity",36,2,4,2,NA
390,"people who experience housing insecurity",49,2,6,4,NA
391,"people who experience housing insecurity",30,1,5,3,NA
392,"people who experience housing insecurity",39,2,5,3,NA
393,"the homeless",32,1,5,3,"Thank you!"
394,"people who experience housing insecurity",25,1,5,1,NA
395,"the homeless",51,2,3,3,"No, not at this time."
396,"people who experience housing insecurity",52,1,2,2,NA
397,"people who experience housing insecurity",21,1,3,2,NA
398,"people who experience housing insecurity",26,1,3,1,NA
399,"people who experience housing insecurity",51,1,5,5,NA
